datetime,hour,dayofweek,car,bike,pedestrian,total_people,heavy,weather_type
2026-01-22 16:00:00,16,3,12.809691936914636,4.329182655146341,7.1929774332902445,24.33185202535122,0,dry
2026-01-22 17:00:00,17,3,0.21790203207380954,0.025755494504761906,0.0,0.24365752657857143,0,dry
2026-01-22 18:00:00,18,3,0.0,0.0,0.0,0.0,0,dry
2026-01-22 19:00:00,19,3,0.012018267766666667,0.0,0.0,0.012018267766666667,0,dry
2026-01-22 20:00:00,20,3,0.0,0.0,0.0,0.0,0,dry
2026-01-22 21:00:00,21,3,0.0,0.0,0.0,0.0,0,dry
2026-01-22 22:00:00,22,3,0.0,0.0,0.0,0.0,0,dry
2026-01-22 23:00:00,23,3,0.0,0.0,0.0,0.0,0,dry
2026-01-23 00:00:00,0,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 01:00:00,1,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 02:00:00,2,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 03:00:00,3,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 04:00:00,4,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 05:00:00,5,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 06:00:00,6,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 07:00:00,7,4,0.129629016535,0.0,0.0,0.129629016535,0,dry
2026-01-23 08:00:00,8,4,10.301699258534999,1.2740253173775,1.8631846724749999,13.4389092483875,0,dry
2026-01-23 09:00:00,9,4,17.688553197105406,3.701161591527027,8.36449453981081,29.754209328443242,0,dry
2026-01-23 10:00:00,10,4,17.952623855083782,4.013663591991891,17.78233193483784,39.748619381913514,0,dry
2026-01-23 11:00:00,11,4,14.431309356178378,3.967000015524324,14.586642115732431,32.98495148743513,0,dry
2026-01-23 12:00:00,12,4,22.152196455005406,7.804411371648649,35.900204530694594,65.85681235734864,0,dry
2026-01-23 13:00:00,13,4,18.515779248224998,6.330893195503125,31.94771860509375,56.79439104882187,0,dry
2026-01-23 14:00:00,14,4,12.884179948181579,3.608478307281579,15.312928118607894,31.80558637407105,0,dry
2026-01-23 15:00:00,15,4,15.389527644059461,3.581542512894594,17.345464810083783,36.31653496703784,0,dry
2026-01-23 16:00:00,16,4,12.809691936914636,4.329182655146341,7.1929774332902445,24.33185202535122,0,dry
2026-01-23 17:00:00,17,4,0.21790203207380954,0.025755494504761906,0.0,0.24365752657857143,0,dry
2026-01-23 18:00:00,18,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 19:00:00,19,4,0.012018267766666667,0.0,0.0,0.012018267766666667,0,dry
2026-01-23 20:00:00,20,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 21:00:00,21,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 22:00:00,22,4,0.0,0.0,0.0,0.0,0,dry
2026-01-23 23:00:00,23,4,0.0,0.0,0.0,0.0,0,dry
2026-01-24 00:00:00,0,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 01:00:00,1,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 02:00:00,2,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 03:00:00,3,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 04:00:00,4,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 05:00:00,5,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 06:00:00,6,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 07:00:00,7,5,0.129629016535,0.0,0.0,0.129629016535,0,dry
2026-01-24 08:00:00,8,5,10.301699258534999,1.2740253173775,1.8631846724749999,13.4389092483875,0,dry
2026-01-24 09:00:00,9,5,17.688553197105406,3.701161591527027,8.36449453981081,29.754209328443242,0,dry
2026-01-24 10:00:00,10,5,17.952623855083782,4.013663591991891,17.78233193483784,39.748619381913514,0,dry
2026-01-24 11:00:00,11,5,14.431309356178378,3.967000015524324,14.586642115732431,32.98495148743513,0,dry
2026-01-24 12:00:00,12,5,22.152196455005406,7.804411371648649,35.900204530694594,65.85681235734864,0,dry
2026-01-24 13:00:00,13,5,18.515779248224998,6.330893195503125,31.94771860509375,56.79439104882187,0,dry
2026-01-24 14:00:00,14,5,12.884179948181579,3.608478307281579,15.312928118607894,31.80558637407105,0,dry
2026-01-24 15:00:00,15,5,15.389527644059461,3.581542512894594,17.345464810083783,36.31653496703784,0,dry
2026-01-24 16:00:00,16,5,12.809691936914636,4.329182655146341,7.1929774332902445,24.33185202535122,0,dry
2026-01-24 17:00:00,17,5,0.21790203207380954,0.025755494504761906,0.0,0.24365752657857143,0,dry
2026-01-24 18:00:00,18,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 19:00:00,19,5,0.012018267766666667,0.0,0.0,0.012018267766666667,0,dry
2026-01-24 20:00:00,20,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 21:00:00,21,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 22:00:00,22,5,0.0,0.0,0.0,0.0,0,dry
2026-01-24 23:00:00,23,5,0.0,0.0,0.0,0.0,0,dry
