instance_id,segment_id,date_x,interval,uptime,heavy,car,bike,pedestrian,night,heavy_lft,heavy_rgt,car_lft,car_rgt,bike_lft,bike_rgt,pedestrian_lft,pedestrian_rgt,night_lft,night_rgt,direction,car_speed_hist_0to70plus,car_speed_hist_0to120plus,timezone,v85,street_name,temperature_c,precipitation_mm,rain_mm,snowfall_cm,cloud_cover_pct,wind_speed_kmh,sunshine_duration_s,datetime,date_only,hour,dayofweek,is_weekend,date_y,is_holiday,date,is_school_vacation,street_code,total_people,is_rain
-1,9000008372,2025-12-17 21:00:00+01:00,hourly,0.9786111111,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,6.7,0.0,0.0,0.0,71,17.4,0.0,2025-12-17 21:00:00+01:00,2025-12-17,21,2,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-17 22:00:00+01:00,hourly,0.9780555556,0.0,0.0,0.0,0.0,10.2025650861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1656987266,5.0368663594,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,6.3,0.0,0.0,0.0,76,18.0,0.0,2025-12-17 22:00:00+01:00,2025-12-17,22,2,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-17 23:00:00+01:00,hourly,0.9955555556,0.0,0.0,0.0,0.0,6.0169491525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0169491525,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,6.1,0.0,0.0,0.0,81,18.1,0.0,2025-12-17 23:00:00+01:00,2025-12-17,23,2,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 00:00:00+01:00,hourly,0.9922222222,0.0,0.0,0.0,0.0,1.0089686099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0089686099,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,6.0,0.0,0.0,0.0,32,19.2,0.0,2025-12-18 00:00:00+01:00,2025-12-18,0,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 01:00:00+01:00,hourly,0.9863888889,0.0,0.0,0.0,0.0,2.1126760563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1126760563,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,5.9,0.0,0.0,0.0,42,19.9,0.0,2025-12-18 01:00:00+01:00,2025-12-18,1,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 02:00:00+01:00,hourly,0.99,0.0,0.0,0.0,0.0,1.023890785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.023890785,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,6.0,0.0,0.0,0.0,97,20.2,0.0,2025-12-18 02:00:00+01:00,2025-12-18,2,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 03:00:00+01:00,hourly,0.9838888889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,6.4,0.0,0.0,0.0,100,20.7,0.0,2025-12-18 03:00:00+01:00,2025-12-18,3,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 04:00:00+01:00,hourly,0.9811111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,7.0,0.0,0.0,0.0,100,21.3,0.0,2025-12-18 04:00:00+01:00,2025-12-18,4,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 05:00:00+01:00,hourly,0.9997222222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,7.1,0.0,0.0,0.0,100,20.3,0.0,2025-12-18 05:00:00+01:00,2025-12-18,5,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 06:00:00+01:00,hourly,0.9627777778,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,7.6,0.0,0.0,0.0,100,21.3,0.0,2025-12-18 06:00:00+01:00,2025-12-18,6,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 07:00:00+01:00,hourly,0.99,0.0,0.0,0.0,0.0,30.445740795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2211981567,12.2245426383,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,8.7,0.0,0.0,0.0,100,20.9,0.0,2025-12-18 07:00:00+01:00,2025-12-18,7,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 08:00:00+01:00,hourly,0.9994444444,7.0,20.0,0.0,0.0,128.0,2.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,74.0,54.0,1,"[80.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[70.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,12.5,Sintmartenslatemlaan,9.1,0.0,0.0,0.0,100,20.7,0.0,2025-12-18 08:00:00+01:00,2025-12-18,8,3,0,,0,,0,1,27.0,0
-1,9000008372,2025-12-18 09:00:00+01:00,hourly,0.9875,16.1505250875,43.5519253209,5.0,18.2007001167,0.0,8.1003500583,8.0501750292,29.4515752625,14.1003500583,3.0,2.0,9.0501750292,9.1505250875,0.0,0.0,1,"[76.8084878362, 4.5922194834, 11.5957560819, 4.7074268567, 0.0, 0.0, 0.0, 2.2961097417]","[60.5053048977, 16.3031829386, 2.2961097417, 2.2961097417, 7.0035365984, 4.5922194834, 4.7074268567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2961097417, 0.0, 0.0]",Europe/Paris,22.5,Sintmartenslatemlaan,9.4,0.0,0.0,0.0,100,20.0,0.0,2025-12-18 09:00:00+01:00,2025-12-18,9,3,0,,0,,0,1,82.90315052509999,0
-1,9000008372,2025-12-18 10:00:00+01:00,hourly,0.7494444444,1.3333333333,32.0,1.3333333333,20.0,0.0,0.0,1.3333333333,17.3333333333,14.6666666667,0.0,1.3333333333,9.3333333333,10.6666666667,0.0,0.0,1,"[70.8333333333, 4.1666666667, 0.0, 8.3333333333, 4.1666666667, 8.3333333333, 4.1666666667, 0.0]","[54.1666666667, 16.6666666667, 0.0, 4.1666666667, 0.0, 0.0, 4.1666666667, 4.1666666667, 4.1666666667, 0.0, 8.3333333333, 0.0, 4.1666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,42.0,Sintmartenslatemlaan,9.4,0.2,0.2,0.0,100,20.3,0.0,2025-12-18 10:00:00+01:00,2025-12-18,10,3,0,,0,,0,1,54.666666666599994,1
-1,9000008372,2025-12-18 11:00:00+01:00,hourly,0.9994444444,0.0,32.0,11.0,28.0,0.0,0.0,0.0,22.0,10.0,4.0,7.0,10.0,18.0,0.0,0.0,1,"[90.625, 6.25, 0.0, 0.0, 0.0, 3.125, 0.0, 0.0]","[75.0, 15.625, 3.125, 3.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,8.0,Sintmartenslatemlaan,9.4,0.5,0.5,0.0,100,21.3,0.0,2025-12-18 11:00:00+01:00,2025-12-18,11,3,0,,0,,0,1,71.0,1
-1,9000008372,2025-12-18 12:00:00+01:00,hourly,0.9880555556,3.0,42.6363636364,24.048951049,49.2937062937,0.0,0.0,3.0,21.3916083916,21.2447552448,7.0,17.048951049,23.1958041958,26.0979020979,0.0,0.0,1,"[66.7049368542, 11.9567000164, 4.6908315565, 4.6908315565, 7.1510578973, 0.0, 0.0, 4.8056421191]","[54.9778579629, 11.7270788913, 11.9567000164, 0.0, 4.6908315565, 0.0, 4.6908315565, 0.0, 4.6908315565, 2.4602263408, 0.0, 0.0, 0.0, 0.0, 4.8056421191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,32.0,Sintmartenslatemlaan,9.8,0.1,0.1,0.0,100,21.0,0.0,2025-12-18 12:00:00+01:00,2025-12-18,12,3,0,,0,,0,1,118.9790209791,1
-1,9000008372,2025-12-18 13:00:00+01:00,hourly,0.9877777778,7.0501750292,45.5519253209,15.2007001167,46.301050175,0.0,3.0501750292,4.0,24.301050175,21.2508751459,4.0,11.2007001167,16.0501750292,30.2508751459,0.0,0.0,1,"[57.628464573, 13.2819304268, 18.0029714637, 6.6960397561, 0.0, 2.1952968902, 0.0, 2.1952968902]","[53.2378707926, 4.3905937804, 8.8913366463, 4.3905937804, 6.9163379271, 11.0866335366, 4.5007428659, 2.1952968902, 0.0, 0.0, 0.0, 2.1952968902, 0.0, 0.0, 0.0, 2.1952968902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,28.0,Sintmartenslatemlaan,11.2,0.0,0.0,0.0,77,20.7,0.0,2025-12-18 13:00:00+01:00,2025-12-18,13,3,0,,0,,0,1,114.1038506418,0
-1,9000008372,2025-12-18 14:00:00+01:00,hourly,0.9994444444,7.0,45.0,11.0,40.0,0.0,6.0,1.0,20.0,25.0,5.0,6.0,31.0,9.0,0.0,0.0,1,"[62.2222222222, 17.7777777778, 6.6666666667, 4.4444444444, 4.4444444444, 2.2222222222, 0.0, 2.2222222222]","[51.1111111111, 11.1111111111, 4.4444444444, 13.3333333333, 4.4444444444, 2.2222222222, 4.4444444444, 0.0, 2.2222222222, 2.2222222222, 0.0, 2.2222222222, 0.0, 0.0, 0.0, 0.0, 2.2222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,26.5,Sintmartenslatemlaan,12.1,0.0,0.0,0.0,100,17.5,3600.0,2025-12-18 14:00:00+01:00,2025-12-18,14,3,0,,0,,0,1,103.0,0
-1,9000008372,2025-12-18 15:00:00+01:00,hourly,0.9944444444,6.0204081633,31.1836734694,4.0204081633,31.1224489796,0.0,1.0204081633,5.0,9.0204081633,22.1632653061,2.0,2.0204081633,19.1020408163,12.0204081633,0.0,0.0,1,"[51.3743455497, 19.4371727749, 6.4136125654, 16.2958115183, 3.2722513089, 0.0, 3.2068062827, 0.0]","[35.3403141361, 16.0340314136, 9.7513089005, 9.6858638743, 6.4136125654, 0.0, 13.0235602094, 3.2722513089, 3.2722513089, 0.0, 0.0, 0.0, 0.0, 3.2068062827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,33.0,Sintmartenslatemlaan,12.2,0.0,0.0,0.0,100,24.7,0.0,2025-12-18 15:00:00+01:00,2025-12-18,15,3,0,,0,,0,1,72.3469387756,0
-1,9000008372,2025-12-18 16:00:00+01:00,hourly,0.9758333333,5.0,31.5263157895,7.0526315789,9.2105263158,52.3864959255,2.0,3.0,14.2105263158,17.3157894737,0.0,7.0526315789,3.0526315789,6.1578947368,15.7159487776,36.6705471478,1,"[77.1285475793, 13.0217028381, 6.510851419, 3.3388981636, 0.0, 0.0, 0.0, 0.0]","[38.2303839733, 38.898163606, 13.0217028381, 0.0, 0.0, 6.510851419, 3.3388981636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,13.0,Sintmartenslatemlaan,12.5,0.0,0.0,0.0,100,25.6,0.0,2025-12-18 16:00:00+01:00,2025-12-18,16,3,0,,0,,0,1,52.789473684200004,0
-1,9000008372,2025-12-18 17:00:00+01:00,hourly,0.9816666667,0.0,0.0,0.0,0.0,87.4545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8421052632,44.6124401914,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,13.0,0.0,0.0,0.0,88,27.4,0.0,2025-12-18 17:00:00+01:00,2025-12-18,17,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 18:00:00+01:00,hourly,0.9969444444,0.0,0.0,0.0,0.0,48.1515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0606060606,27.0909090909,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,12.9,0.0,0.0,0.0,100,27.9,0.0,2025-12-18 18:00:00+01:00,2025-12-18,18,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 19:00:00+01:00,hourly,0.9975,0.0,0.0,0.0,0.0,42.0986547085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0269058296,28.0717488789,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,13.0,0.0,0.0,0.0,100,28.5,0.0,2025-12-18 19:00:00+01:00,2025-12-18,19,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 20:00:00+01:00,hourly,0.9758333333,0.0,0.0,0.0,0.0,24.2085889571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2085889571,5.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,13.6,0.0,0.0,0.0,100,28.4,0.0,2025-12-18 20:00:00+01:00,2025-12-18,20,3,0,,0,,0,1,0.0,0
-1,9000008372,2025-12-18 21:00:00+01:00,hourly,0.9969444444,0.0,0.0,0.0,0.0,12.0561797753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0449438202,4.0112359551,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,13.2,0.3,0.3,0.0,100,28.3,0.0,2025-12-18 21:00:00+01:00,2025-12-18,21,3,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-18 22:00:00+01:00,hourly,0.9852777778,0.0,0.0,0.0,0.0,12.1251475797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1251475797,5.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,12.9,0.4,0.4,0.0,100,27.8,0.0,2025-12-18 22:00:00+01:00,2025-12-18,22,3,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-18 23:00:00+01:00,hourly,0.9708333333,0.0,0.0,0.0,0.0,7.2606846516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.226201893,1.0344827586,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,12.4,0.3,0.3,0.0,100,24.7,0.0,2025-12-18 23:00:00+01:00,2025-12-18,23,3,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 00:00:00+01:00,hourly,0.99,0.0,0.0,0.0,0.0,9.0857990557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0313549832,4.0544440725,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,11.9,0.5,0.5,0.0,100,22.3,0.0,2025-12-19 00:00:00+01:00,2025-12-19,0,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 01:00:00+01:00,hourly,0.9994444444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,11.4,0.7,0.7,0.0,100,20.7,0.0,2025-12-19 01:00:00+01:00,2025-12-19,1,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 02:00:00+01:00,hourly,0.9994444444,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,11.4,0.3,0.3,0.0,100,20.3,0.0,2025-12-19 02:00:00+01:00,2025-12-19,2,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 03:00:00+01:00,hourly,0.9630555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,11.1,1.2,1.2,0.0,100,19.2,0.0,2025-12-19 03:00:00+01:00,2025-12-19,3,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 04:00:00+01:00,hourly,0.9891666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,11.0,1.3,1.3,0.0,100,16.3,0.0,2025-12-19 04:00:00+01:00,2025-12-19,4,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 05:00:00+01:00,hourly,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,10.9,1.7,1.7,0.0,100,14.1,0.0,2025-12-19 05:00:00+01:00,2025-12-19,5,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 06:00:00+01:00,hourly,0.9944444444,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,11.0,1.7,1.7,0.0,100,14.9,0.0,2025-12-19 06:00:00+01:00,2025-12-19,6,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 07:00:00+01:00,hourly,0.9825,0.0,0.0,0.0,0.0,32.4092911998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1513149612,16.2579762386,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,,Sintmartenslatemlaan,10.3,0.4,0.4,0.0,100,15.1,0.0,2025-12-19 07:00:00+01:00,2025-12-19,7,4,0,,0,,0,1,0.0,1
-1,9000008372,2025-12-19 08:00:00+01:00,hourly,0.9883333333,0.0,2.0,0.0,0.0,118.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0227272727,43.4772727273,1,"[100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Paris,4.0,Sintmartenslatemlaan,9.6,0.3,0.3,0.0,100,12.7,0.0,2025-12-19 08:00:00+01:00,2025-12-19,8,4,0,,0,,0,1,2.0,1
